OBJECTID,INDEXKEY,STREET_NAME,ODD_LOW,ODD_HIGH,EVEN_LOW,EVEN_HIGH,LANES,CLASS,SPEED,Truck_Route,Name,Weight_res,Prefix,key2008,OneWay,Owner,Year_,Type,Inside_Outside_City,Total_Lane_Length,Prov_HGY,Designation,CityResponsibility,BlockPartyPermitted,RightofWayOwner,Priority,LEFT_LOW,LEFT_HIGH,RIGHT_LOW,RIGHT_HIGH,OK,Shape__Length
2732,S077302,Wyngate Drive,27,43,40,40,2,Residential,50 Km\hr,Not a Truck Route,Wyngate,No Restrictions,Promenade,S077302,No,City,2012,Cul-de-sac,,136.3609,,,,Yes,,,27,43,40,40,Y,68.1767082845765
2733,S077301,Wyngate Drive,19,27,24,24,2,Residential,50 Km\hr,Not a Truck Route,Wyngate,No Restrictions,Promenade,S077301,No,City,2012,Cul-de-sac,,139.5258,,,,Yes,,,19,27,24,24,Y,69.757312983042
2735,S081017,Brookside Drive,1265,1265,1140,1270,2,Major Collector,50 Km\hr,Designated Truck Route,Brookside,No Restrictions,Promenade,S081017,No,City,1994,Through Street,,214.7802,,,,No,Yes,1,1265,1265,1140,1270,Y,107.390100560601
2736,S069501,Hailey’s Way,3,75,10,62,2,Residential,50 Km\hr,Not a Truck Route,Hailey’s,No Restrictions,Voie,,No,City,2013,Cul-de-sac,,402.8426,,,,Yes,,,3,75,10,62,Y,201.390112250676
2737,S052704,Morning Gate Drive,181,181,170,186,2,Minor Collector,50 Km\hr,Not a Truck Route,Morning Gate,No Restrictions,Promenade,S052704,No,City,2009,Dead End,,138.2135,,,,No,,,181,181,170,186,Y,69.1066878880845
2738,S069201,Still Water Crescent ,71,71,8,130,2,Residential,50 Km\hr,Not a Truck Route,Still Water,No Restrictions,Croissant,,No,City,2012,Through Street,,678.0151,,,,Yes,,,71,71,8,130,Y,338.928588280354
2739,S030010,Woodstock Road,1153,1203,1158,1222,2,Major Arterial,50 Km\hr,Designated Truck Route,Woodstock,No Restrictions,Chemin,S030010,No,City,1955,Through Street,,462.4999,,Designated,Year Round,No,Yes,1,1158,1222,1153,1203,Y,231.246785491647
2740,S030010B,Woodstock Road,1337,1337,1298,1324,2,Major Arterial,50 Km\hr,Designated Truck Route,Woodstock,No Restrictions,Chemin,S030010,No,City,1955,Through Street,,273.8949,,Designated,Year Round,No,Yes,1,1298,1324,1337,1337,Y,136.94743600286
2741,S057901,Huntingdon Circle,33,111,30,114,2,Residential,50 Km\hr,Not a Truck Route,Huntingdon,No Restrictions,Cercle,,No,Private,2009,Not a through street,,589.563,,,,,,,33,111,30,114,Y,294.725730283929
2742,S057903,Huntingdon Circle,21,29,,,2,Residential,50 Km\hr,Not a Truck Route,Huntingdon,No Restrictions,Cercle,,No,Private,2009,Not a through street,,122.2473,,,,,,,21,29,,,Y,61.1074393244627
2743,S057902,Huntingdon Circle,125,145,,,2,Residential,50 Km\hr,Not a Truck Route,Huntingdon,No Restrictions,Cercle,,No,Private,2009,Not a through street,,131.4669,,,,,,,125,145,,,Y,65.7097696433932
2744,S069001,Westin Lane,,,,,2,Residential,50 Km\hr,Not a Truck Route,Westin,No Restrictions,Allée,,,Private,2013,Dead End,,173.6959,,,,Yes,,,,,,,Y,86.8479623699797
2745,S095401,Ashley Crescent,5,17,8,24,2,Residential,50 Km\hr,Not a Truck Route,Ashley,No Restrictions,Croissant,S095401,No,City,2012,Dead End,,204.3703,,,,Yes,,,5,17,8,24,Y,102.156159631419
2746,S063501,Hillview Road,,,,,2,Residential,50 Km\hr,Not a Truck Route,Hillview,No Restrictions,Chemin,,No,Private,2013,Dead End,,564.5427,,,,,,,,,,,Y,282.208219941439
2747,S062303B,Riverside Drive,139,183,140,180,2,Residential,50 Km\hr,Not a Truck Route,Riverside,No Restrictions,Promenade,S062303,No,City,1977,Through Street,,59.38942,,Designated,Year Round,No,Yes,1,139,183,140,180,Y,29.6947125104231
2748,S069801,Winterberry Drive ,3,47,10,50,2,Residential,50 Km\hr,Not a Truck Route,Winterberry,No Restrictions,Promenade,,No,City,2012,Through Street,,399.2997,,,,Yes,,,3,47,10,50,Y,199.593909879016
2749,S035004,Alison Boulevard,451,451,,,2,Major Collector,50 Km\hr,Designated Truck Route,Alison,No Restrictions,Boulevard,S035004,No,City,1973,Through Street,,231.3074,,,,No,,1,451,451,,,Y,115.65370873496
2750,S069802,Winterberry Drive,55,63,60,60,2,Residential,50 Km\hr,Not a Truck Route,Winterberry,No Restrictions,Promenade,,No,City,2012,Dead End,,72.53114,,,,,,,55,63,60,60,Y,36.2652403771896
2751,S069601,Stately Court,,,,,2,Residential,50 Km\hr,Not a Truck Route,Stately,No Restrictions,Cour,,No,City,2012,,,241.7984,,,,Yes,,,,,,,Y,120.876848526626
2752,S035006,Alison Boulevard,,,,,2,Major Collector,50 Km\hr,Not a Truck Route,Alison,No Restrictions,Boulevard,S035004,No,City,1973,Through Street,,19.94029,,,,No,,1,,,,,Y,9.97014538176412
2753,S067601,Gordon Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Gordon,No Restrictions,Rue,,No,City,2012,Cul-de-sac,,757.1808,,,,No,,,,,,,Y,378.570767526395
2754,S031002,Doak Road,191,259,200,200,2,Residential,50 Km\hr,Not a Truck Route,Doak,No Restrictions,Chemin,S031002,No,City,1961,Through Street,,229.5266,,,,No,,2,200,200,191,259,Y,114.763320133274
2755,S069701,Hank Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Hank,No Restrictions,Rue,,No,City,2013,Cul-de-sac,,94.81167,,,,Yes,,,,,,,Y,47.4058339757371
2756,S066002,Shannon Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Shannon,No Restrictions,Rue,,no,City,2013,Dead End,,51.04526,,,,Yes,,,,,,,Y,25.5204139869523
2757,,Future,,,,,2,Residential,50 Km\hr,Not a Truck Route,Future,No Restrictions,,,No,City,2012,Dead End,,95.71748,,,,Yes,,,,,,,Y,47.8587364239197
2758,S068001,Whisperwood Drive,5,25,8,16,2,Residential,50 Km\hr,Not a Truck Route,Whisperwood,No Restrictions,Promenade,,,City,2012,Through Street,,158.8354,,,,Yes,,,5,25,8,16,Y,79.4177278414787
2759,S060802,Dewitt Acres,49,49,56,56,2,Residential,50 Km\hr,Not a Truck Route,Dewitt,No Restrictions,Acres,S060801,No,City,2013,Through Street,,876.4415,,,,Yes,,,49,49,56,56,Y,438.179968861997
2760,S037602,Rosewood Drive,,,46,46,2,Residential,50 Km\hr,Not a Truck Route,Rosewood,No Restrictions,Promenade,S037601,No,City,2013,Cul-de-sac,,169.0111,,,,Yes,,,46,46,,,Y,84.4876248165654
2761,S000801,Cuffman Street,5,15,,,2,Residential,50 Km\hr,Not a Truck Route,Cuffman,Local,Rue,,No,City,2013,Dead End,,792.3584,,,,,,,5,15,,,Y,396.179192405584
2762,S000302,Camden Lane,,,,,2,Residential,50 Km\hr,Not a Truck Route,Camden,No Restrictions,Allée,,No,City,2013,Dead End,,218.6904,,,,Yes,,,,,,,Y,109.345176428031
2763,,Bobak Place,3,63,80,86,2,Residential,50 Km\hr,Not a Truck Route,Bobak,No Restrictions,Place,,No,City,2016,Cul-de-sac,,350.2754,,,,Yes,,,3,63,8,,Y,175.137687306129
2764,S000301,Camden Lane,,,,,2,Residential,50 Km\hr,Not a Truck Route,Camden,No Restrictions,Allée,,No,City,2013,Dead End,,124.2308,,,,Yes,,,,,,,Y,62.1154130255973
2765,S077004,Cromford Court,5,17,8,26,2,Residential,50 Km\hr,Not a Truck Route,Cromford,Local,Cour,,No,City,2014,Cul-de-sac,,169.8262,,,,,,,5,17,8,26,Y,84.8914949749543
2766,Round,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,2013,Through Street,,19.13474,,,,,Yes,1,,,,,Y,19.1163775586688
2767,S041907,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,2013,,,121.106,,,,,Yes,1,,,,,Y,121.077686400762
2768,Round,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,2013,Through Street,,18.35719,,,,,Yes,1,,,,,Y,18.3351221268956
2769,S041908,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,2013,,,129.1774,,,,,Yes,1,,,,,Y,129.142641485919
2770,Round,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,2013,Through Street,,23.3124,,,,,,1,,,,,Y,23.2869781847347
2771,Round,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,2013,Through Street,,14.48836,,,,,Yes,1,,,,,Y,14.4727334310167
2772,Round,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,2013,Through Street,,23.26917,,,,,,1,,,,,Y,23.2438818680744
2773,S000101,Brianna Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Brianna,No Restrictions,Promenade,,,City,2014,Dead End,,95.78318,,,,,,,,,,,Y,47.891589403269
2774,S079602,Langille Drive,,,34,52,2,Residential,50 Km\hr,Not a Truck Route,Langille,No Restrictions,Promenade,,No,City,2012,Through Street,,240.8095,,,,Yes,,,,,34,52,Y,120.40473067389
2775,S000103,Brianna Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Brianna,No Restrictions,Promenade,,,Future,2014,Through Street,,252.6884,,,,,,,,,,,Y,126.344174790709
2776,S045003,Lian Street,,,,,2,Minor Collector,50 Km\hr,Not a Truck Route,Lian,No Restrictions,Rue,,No,City,2014,Dead End,,214.7956,,,,Yes,,,,,,,Y,107.397794934378
2777,S000105,Brianna Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Brianna,No Restrictions,Promenade,,,City,2014,Dead End,,239.4129,,,,,,,,,,,Y,119.706461603444
2778,S000201,Connor Crescent,,,,,2,Residential,50 Km\hr,Not a Truck Route,Connor,No Restrictions,Croissant,,,Future,2014,Through Street,,538.9719,,,,,,,,,,,Y,269.395380547873
2779,S000102,Brianna Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Brianna,No Restrictions,Promenade,,,Future,2014,Through Street,,157.7826,,,,,,,,,,,Y,78.8913106604858
2780,S000104,Brianna Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Brianna,No Restrictions,Promenade,,,City,2014,Through Street,,232.5763,,,,,,,,,,,Y,116.288167398472
2781,S000601,Manderley Estates Lane,3,31,,,2,Residential,50 Km\hr,Not a Truck Route,Manderley,No Restrictions,Allée,,,Private,2014,Not a through street,,186.4717,,,,,,,3,31,,,Y,153.450407350351
2782,S025132,Regent Street,1039,1039,,,4,Major Arterial,50 Km\hr,Not a Truck Route,Regent,No Restrictions,Rue,S025116C,No,City,1973,Through Street,,397.3494,,Designated,Year Round,No,Yes,1,,,1039,1039,Y,99.3373473882433
2783,S000501,Manhattan Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Manhattan,No Restrictions,Promenade,,,City,2014,Dead End,,315.983,,,,,,,,,,,Y,157.97637216405
2784,S0000701,Dianna Lane,7,43,4,40,2,Residential,50 Km\hr,Not a Truck Route,Dianna,No Restrictions,Allée,,,Private,2013,Cul-de-sac,,164.2538,,,,,,,7,43,4,40,Y,93.7182799526346
2785,S030017D,Woodstock Road,2735,3015,2770,3006,2,Major Arterial,50 Km\hr,Designated Truck Route,Woodstock,No Restrictions,Chemin,S030017C,No,DOT,1973,Through Street,,181.9567,,Designated,,No,Yes,,2770,3006,2735,3015,Y,90.9783319147729
2786,Round ,Cliffe Street,,,,,1,Residential,50 Km\hr,Not a Truck Route,,No Restrictions,,,No,City,2013,Through Street,,23.48746,,,,,,1,,,,,Y,23.4620276796543
2787,Round ,Cliffe Street,,,,,1,Residential,50 Km\hr,Not a Truck Route,,No Restrictions,,,No,City,2013,Through Street,,23.24405,,,,,,1,,,,,Y,23.2193929806
2788,Round ,Cliffe Street,,,,,1,Residential,50 Km\hr,Not a Truck Route,,No Restrictions,,,No,City,2013,Through Street,,22.25107,,,,,,1,,,,,Y,22.2243773449954
2789,,,67,67,,,2,Residential,50 Km\hr,Not a Truck Route,,No Restrictions,,,,Private,,,,1014.181,,,,,,,67,67,,,Y,507.041504029044
2790,Round ,Cliffe Street,,,,,1,Residential,50 Km\hr,Not a Truck Route,,No Restrictions,,,No,City,2013,Through Street,,22.5446,,,,,,1,,,,,Y,22.5168307625958
2791,S031812,Wetmore Road,675,745,670,730,2,Residential,50 Km\hr,Not a Truck Route,Wetmore,Local,Chemin,,No,City,2014,,,703.7106,,,,,,,670,730,675,745,Y,351.78115924347
2792,S031811,Wetmore Road,615,655,620,650,2,Residential,50 Km\hr,Not a Truck Route,Wetmore,Local,Chemin,,No,City,2014,,,244.2376,,,,,,,620,650,615,655,Y,122.112665756338
2793,S023005,Neill Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Neill,No Restrictions,Rue,,,City,,,,240.6875,,,,,,,,,,,Y,120.343724114945
2794,S088405,Royal Road,,,,,2,Major Arterial,50 Km\hr,Designated Truck Route,Royal,No Restrictions,Chemin,S088405,No,City,1983,Through Street,,91.16319,,Regional,Year Round,No,Yes,1,,,,,Y,45.5815938970595
2795,S086011,Maple Street,599,601,598,602,2,Minor Collector,50 Km\hr,Not a Truck Route,Maple,No Restrictions,Rue,S086011,No,City,1976,Through Street,,71.83514,,,,No,Yes,1,598,602,599,601,Y,35.9175700201181
2796,S039009,Kimble Drive,,,800,800,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,No Restrictions,Promenade,S039009,No,City,1993,Through Street,,272.4393,,,,No,Yes,1,800,800,,,Y,136.219655333485
2797,S086013,Maple Street,695,705,,,2,Minor Collector,50 Km\hr,Not a Truck Route,Maple,No Restrictions,Rue,S086013,No,City,1973,Through Street,,172.1707,,By Pass,Year Round,No,Yes,1,,,695,705,Y,86.081472579227
2798,S074101,White Court,5,15,,,2,Residential,50 Km\hr,Not a Truck Route,White,No Restrictions,Cour,S074101,No,City,1953,Through Street,,195.238,,,,Yes,,,5,15,,,Y,97.5903200892704
2799,S076402,Marysville By-Pass,,,,,2,Major Arterial,50 Km\hr,Designated Truck Route,Marysville,No Restrictions,,,,DOT,2014,,,6910.02,8,By Pass,,No,,,,,,,Y,3455.01000925277
2800,S070108,Bridge Street,,,79,79,2,Minor Arterial,50 Km\hr,Not a Truck Route,Bridge,No Restrictions,Rue,S070108,No,City,1973,Through Street,,814.1267,8,,,No,Yes,1,,,79,79,Y,407.063358185066
2801,S023004,Neill Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Neill,No Restrictions,Rue,,,City,,,,199.8374,,,,,,,,,,,Y,99.9187181350033
2802,S023003,Neill Street,,,316,316,2,Residential,50 Km\hr,Not a Truck Route,Neill,No Restrictions,Rue,S023003,No,City,1973,Through Street,,27.16109,,,,No,,,,,316,316,Y,13.5644835847546
2803,,,,,,,,,50 Km\hr,Not a Truck Route,,No Restrictions,,,,,,,,,,,,,,,,,,,,
2804,S011001,Meuse,,,,,2,Residential,50 Km\hr,Not a Truck Route,Meuse,No Restrictions,,,No,Private,2015,,,126.5979,,,,,,,,,,,,98.6364511968891
2805,S079003,Gabe Acquin,5,55,30,80,2,Residential,50 Km\hr,Not a Truck Route,Gabe Acquin,No Restrictions,,,No,Private,2011,Through Street,,108.0437,,,,,,,5,55,30,80,,54.0218333700826
2806,S012001,Saulis,,,,,,Residential,50 Km\hr,Not a Truck Route,Saulis,No Restrictions,,,,,,,,,,,,,,,,,,,,70.3919670464933
2807,S079002,Gabe Acquin,5,55,30,80,2,Residential,50 Km\hr,Not a Truck Route,Gabe Acquin,No Restrictions,,,No,Private,2011,Through Street,,205.7107,,,,,,,5,55,30,80,,102.855353533893
2808,Route8,Route 8,,,,,2,Freeway,50 Km\hr,Not a Truck Route,8 East,No Restrictions,,Route8,Yes - East,DOT,1973,Through Street,,2882.981,,By Pass,,No,,,,,,,Y,110.245188097855
2809,Route8,Route8,,,,,,Freeway,50 Km\hr,Designated Truck Route,,No Restrictions,,,,,,,,,,By Pass,,,,,,,,,Y,149.329143399668
2810,S027025,Route8,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,,,,83.05759,,By Pass,Year Round,,,,,,,,Y,41.4823180893805
2811,Route8,Route8,,,,,,Freeway,50 Km\hr,Designated Truck Route,,No Restrictions,,,,,,,,,,By Pass,,,,,,,,,Y,45.7822355851979
2812,S027025,,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,,,,190.0647,,,Year Round,,,,,,,,,95.0183592697163
2813,Route8,Route8,,,,,,Freeway,50 Km\hr,Designated Truck Route,,No Restrictions,,,,,,,,,,By Pass,,,,,,,,,Y,79.8877322493827
2814,S027025,,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,,,,181.7535,,,Year Round,,,,,,,,,90.8489186261844
2815,S027025,Route8,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,,No Restrictions,,,,DOT,,,,20.95493,,,Year Round,,,,,,,,Y,10.4773628801557
2816,Route8,Route8,,,,,,Freeway,50 Km\hr,Designated Truck Route,,No Restrictions,,,,,,,,,,By Pass,,,,,,,,,Y,185.308688276904
2817,Turnlane,,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,,,,132.1335,,,Year Round,,,,,,,,,66.0383363908795
2818,Turnlane,,,,,,1,Minor Arterial,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,,,,123.3477,,,Year Round,,,,,,,,,123.303439831131
2819,Route8,Route8,,,,,,Freeway,50 Km\hr,Designated Truck Route,,No Restrictions,,,,,,,,,,By Pass,,,,,,,,,Y,204.734283967023
2820,S069901,Carding Way,3,79,4,72,2,Residential,50 Km\hr,Not a Truck Route,Carding,No Restrictions,voie,,No,City,2015,Cul-de-sac,,370.4318,,,,,,,3,79,4,72,Y,185.191191071417
2821,S075702,Agnew Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Agnew ,No Restrictions,Rue,S075701,No,City,1989,Cul-de-sac,,117.9116,,,,Yes,,,,,,,Y,58.9548230061532
2822,S041917,Bishop Drive,809,809,,,2,Major Collector,50 Km\hr,Not a Truck Route,Bishop,No Restrictions,,,,City,,,,441.452,,,,,,,809,809,,,Y,220.685826288877
2823,S041919,Bishop Drive,,,,,2,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,,,,84.08739,,,,,,,,,,,Y,42.0434762314372
2825,S041920,Bishop Drive,,,,,2,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,,,,84.55112,,,,,,,,,,,Y,42.2750184220565
2826,Turnlane,,,,,,,,50 Km\hr,Not a Truck Route,,No Restrictions,,,,,,,,,,,,,,,,,,,,60.4546436386274
2828,S041910,Bishop Drive,559,569,584,654,2,Major Collector,50 Km\hr,Not a Truck Route,Bishop,No Restrictions,,,,City,,,,272.3557,,,,,,,559,639,584,654,Y,136.177308581527
2831,S002501,Citation Avenue,3,23,2,30,2,Residential,50 Km\hr,Not a Truck Route,Citation,Local,Avenue,,No,Province,2015,Through Street,,717.0536,,,,,,,3,23,2,30,Y,358.526794100255
2832,S002601,Glendale Road,9,27,10,22,2,Residential,50 Km\hr,Not a Truck Route,Glendale,Local,Chemin,,No,Province,2015,Through Street,,589.8354,,,,,,,9,27,10,22,Y,294.917684454792
2833,S002701,Hillview Drive,11,23,10,22,2,Residential,50 Km\hr,Not a Truck Route,Hillview,Local,Promenade,,No,Province,2015,Through Street,,506.279,,,,,,,11,23,10,22,Y,253.139510420917
2834,S002702,Hillview Drive,23,31,,,2,Residential,50 Km\hr,Not a Truck Route,Hillview,Local,Promenade,,No,Province,2015,Through Street,,286.8226,,,,,,,23,31,,,Y,143.411296019797
2835,S002801,Frontenac Drive,1,9,,,2,Residential,50 Km\hr,Not a Truck Route,Frontenac,No Restrictions,Promenade,,No,Province,2015,Through Street,,250.3545,,,,,,,1,9,,,Y,125.177261351842
2836,S002802,Frontenac Drive,11,21,16,24,2,Residential,50 Km\hr,Not a Truck Route,Frontenac,No Restrictions,Promenade,,No,Province,2015,Through Street,,286.3004,,,,,,,11,21,16,24,Y,143.15022043892
2837,S002804,Frontenac Drive,31,35,24,32,2,Residential,50 Km\hr,Not a Truck Route,Frontenac,No Restrictions,Promenade,,No,Province,2015,Through Street,,207.6752,,,,,,,31,35,24,32,Y,103.837607859155
2838,S002801,Frontenac Drive,35,45,42,42,2,Residential,50 Km\hr,Not a Truck Route,Frontenac,No Restrictions,Promenade,,No,Province,2015,Through Street,,219.4496,,,,,,,35,45,42,42,Y,109.724792195191
2839,S002901,Habitat Lane,1,1,2,2,2,Residential,50 Km\hr,Not a Truck Route,Habitat,Local,Allée,,No,Province,2015,Through Street,,317.7061,,,,,,,1,1,2,2,Y,157.343692167815
2840,S002201,Sunset Boulevard,1,15,4,20,2,Residential,50 Km\hr,Not a Truck Route,Sunset,Local,Boulevard,,No,Province,2018,Through Street,,188.8849,,,,,,,1,15,4,20,Y,94.4424381343786
2841,S002203,Sunset Boulevard,35,35,20,32,2,Residential,50 Km\hr,Not a Truck Route,Sunset,Local,Boulevard,,No,Province,2015,Through Street,,1319.72,,,,,,,35,35,20,32,Y,659.860195303618
2842,S002202,Sunset Boulevard,35,85,40,106,2,Residential,50 Km\hr,Not a Truck Route,Sunset,Local,Boulevard,,No,Province,2015,Through Street,,259.5571,,,,,,,35,85,40,106,Y,129.778569450074
2843,S002101,Vista Lane,13,31,2,38,2,Residential,50 Km\hr,Not a Truck Route,Vista,Local,Allée,,No,Province,2018,Through Street,,,,,,,,,13,31,2,38,Y,389.925644513767
2844,S003001,Fallow Lane,9,19,10,20,2,Residential,50 Km\hr,Not a Truck Route,Fallow,Local,Allée,,No,Province,2018,Through Street,,,,,,,,,9,19,10,20,Y,224.725996563488
2845,S002301,"Crestline Drive
",9,21,6,16,2,Residential,50 Km\hr,Not a Truck Route,Crestline,Local,Promenade,,No,Province,2018,Through Street,,,,,,,,,9,21,6,16,Y,218.206901591883
2846,S002401,Chateau Drive,9,21,2,12,2,Residential,50 Km\hr,Not a Truck Route,Chateau,Local,Promenade,,No,Province,2018,Through Street,,,,,,,,,9,21,2,12,Y,232.557519825333
2847,S002204,Sunset Boulevard,,,106,112,2,Residential,50 Km\hr,Not a Truck Route,Sunset,Local,Boulevard,,No,Province,2015,Through Street,,301.4814,,,,,,,,,106,112,Y,150.740670648795
2848,S002402,Chateau Drive,21,27,,,,Residential,50 Km\hr,Not a Truck Route,Chateau,Local,Promenade,,No,Province,2018,Through Street,,,,,,,,,21,27,,,Y,79.6731444369218
2849,S002404,Chateau Drive,39,93,48,80,2,Residential,50 Km\hr,Not a Truck Route,Chateau,Local,Promenade,,No,Province,2018,Through Street,,,,,,,,,39,93,48,80,Y,552.0273599839
2850,S002403,Chateau Drive,31,39,32,32,2,Residential,50 Km\hr,Not a Truck Route,Chateau,Local,Promenade,,No,Province,2018,Through Street,,,,,,,,,31,39,32,32,Y,117.63628417352
2851,Round,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,2013,Through Street,,14.58695,,,,,Yes,1,,,,,Y,14.5709996655289
2852,S027025,Route8,,,,,2,Minor Arterial,50 Km\hr,Designated Truck Route,,No Restrictions,,,,City,,,,11.85938,,,Year Round,,,,,,,,Y,5.92630690122376
2853,Route8,Route8,,,,,2,Minor Arterial,50 Km\hr,Designated Truck Route,,No Restrictions,,,,City,,,,82.33119,,By Pass,Year Round,,,,,,,,Y,41.1203256557622
2854,Route8,Route8,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,,No Restrictions,,,,City,,,,18.53186,,,Year Round,,,,,,,,Y,9.26019145139949
2855,S027025,Route8,,,,,2,Minor Arterial,50 Km\hr,Designated Truck Route,,No Restrictions,,,,City,,,,61.76281,,By Pass,Year Round,,,,,,,,Y,30.8424022110308
2856,S027025,Route8,,,,,2,Minor Arterial,50 Km\hr,Designated Truck Route,,No Restrictions,,,,City,,,,56.14632,,By Pass,Year Round,,,,,,,,Y,28.0438594300132
2857,,Route8,,,,,,,50 Km\hr,Not a Truck Route,,No Restrictions,,,,,,,,,,,,,,,,,,,Y,2.33549645195456
2864,Turnlane,,,,,,,,50 Km\hr,Not a Truck Route,,No Restrictions,,,,,,,,,,,,,,,,,,,,84.1994085367368
2865,S043003,Arnold Drive,,,,,4,Minor Arterial,50 Km\hr,Designated Truck Route,Arnold,No Restrictions,Promenade,S043002,No,DOT,1973,Through Street,,2272.308,,By Pass,,No,Yes,,,,,,Y,42.2675226571277
2866,S043004,Arnold Drive,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,Arnold,No Restrictions,Rue,S043003,No,DOT,1973,Through Street,,303.8893,,By Pass,,No,Yes,,,,,,Y,61.6509718496627
2867,S032102,Vanier Industrial Drive,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,Vanier Industrial,No Restrictions,Promenade,S032102,No,City,1973,Through Street,,42.33122,,Regional,Year Round,No,,1,,,,,Y,21.1655434948733
