X,Y,OBJECTID,Location,Type,Date,Info,NoCrossings,CrSide,Number,CivicNo,Street,NumberCrossing,Sharing,History
-66.695537088903819,45.94459445908825,359,Valcour @ Ashton,,,,,,3,,,,,
-66.694715533115129,45.943862651703313,360,Valcour @ Langille,,,,,,3,,,,,
-66.695368588945925,45.943261626426271,361,Langille @ Ridgeline,,,,,,3,,,,,
-66.692295546642143,45.942705048375295,362,Valcour @ Ridgeline,,,,,,3,,,,,
-66.691461531625777,45.942296995742197,363,Lian @ Valcour,,,,,,4,,,,,
-66.692251498278637,45.945742735918145,364,Bishop @ Acorn,,,,,,2,,,,,
-66.690712733556339,45.946811822832011,365,Durelle @ Acorn,,,,,,3,,,,,
-66.689249984215095,45.946176272760432,366,Avonlea @ Durelle,,,,,,3,,,,,
-66.700402556785448,45.946300004844446,367,Serenity @ Red Maple,,,,,,3,,,,,
-66.699442221858959,45.948748922850427,368,Woodside @ Serenity,,,,,,3,,,,,
-66.695439053239383,45.947756030492684,369,Woodside @ Hedley,,,,,,3,,,,,
-66.702225274554635,45.940811934033164,370,Hanwell @ Serenity,,,,,,3,,,,,
-66.704307443035376,45.939160853824625,371,Hanwell @ Greer,,,,,,3,,,,,
-66.704904795807892,45.93830277260161,372,Hanwell @ Evergreen,,,,,,3,,,,,
-66.710293765923183,45.934169776601856,373,Hanwell @ Greystone,,,,,,3,,,,,
-66.694542686060785,45.954880241671631,374,Prospect @ Patience,,,,,,3,,,,,
-66.697983382434913,45.953065070595798,375,Rainsford @ Morning Gate,,,,,,3,,,,,
-66.697544460408253,45.954398953811314,376,Rainsford @ Patience,,,,,,3,,,,,
-66.69710505094551,45.955601905530301,377,Rainsford @ Sarahs,,,,,,3,,,,,
-66.696818663205207,45.956649853133577,378,Rainsford @  Anderson,,,,,,3,,,,,
-66.699641956779502,45.953978691623242,379,Sarahs @ Wedgewood,,,,,,3,,,,,
-66.699775984627337,45.953288090389968,380,Morning Gate @ Wedgewood,,,,,,3,,,,,
-66.700811964891514,45.951917436959604,381,Morning Gate @ Jackstraw,,,,,,3,,,,,
-66.702927323988362,45.951747042605824,382,Morning Gate @ Augusta,,,,,,3,,,,,
-66.697689441217705,45.956767371902032,383,Anderson @ Garden,,,,,,3,,,,,
-66.700558130817953,45.957214658955586,384,Anderson @ Marigold,,,,,,3,,,,,
-66.697505031396474,45.957696115211881,385,Garden @ Day,,,,,,3,,,,,
-66.700288090710259,45.958048335330737,386,Marigold @ Day,,,,,,3,,,,,
-66.699950596253558,45.959108283274837,387,Garden @ Marigold,,,,,,3,,,,,
-66.703841756197846,45.959101377535646,388,Highpoint @ Garden,,,,,,3,,,,,
-66.702685725707283,45.960329437532906,389,Highpoint @ Cornerstone,,,,,,3,,,,,
-66.701648420166151,45.961366828702694,390,Propsect @ High Point,,,,,,3,,,,,
-66.707170969577817,45.963987437266624,391,Prospect @ Springhill,,,,,,3,,,,,
-66.702782487435869,45.963447812705141,392,,,,,,,3,,,,,
-66.700851403898142,45.962784678379656,393,,,,,,,3,,,,,
-66.694807701594172,45.962295268135129,394,,,,,,,3,,,,,
-66.693322040270971,45.962071648815083,395,,,,,,,3,,,,,
-66.693508201110305,45.961619023282857,396,,,,,,,3,,,,,
-66.693761376032,45.960809198379408,397,,,,,,,3,,,,,
-66.692195302517177,45.961990237353419,398,,,,,,,3,,,,,
-66.694090700517563,45.962248882923099,399,,,,,,,3,,,,,
